1 4.712 -1.0
3 -12.729 -1.0
5 6.637 -1.0
7 -3.602 -1.0
9 -0.444 -1.0
11 -1.082 -1.0
13 -0.991 -1.0
15 -1.001 -1.0
17 -1.0 -1.0
