PE IR       SUBTECH     SPECTRUM    ASCII       PEDS        4.00        
   -1
23ms003-trans.asc
24/10/14
15:04:12.00
24/10/14
15:04:12.00
Administrator
Sample 1259 By Administrator Date Monday, October 14 2024
400.000000
#HDR
-1
-1
#GR
cm-1
%T
1.0
0.0
4000.000000
-1.000000
3601
8
122.580826
34.732692
#DATA
4000.000000	102.598129
3999.000000	102.530506
3998.000000	102.462653
3997.000000	102.405983
3996.000000	102.362432
3995.000000	102.317320
3994.000000	102.256724
3993.000000	102.189237
3992.000000	102.137595
3991.000000	102.106978
3990.000000	102.073886
3989.000000	102.013498
3988.000000	101.927669
3987.000000	101.837048
3986.000000	101.754254
3985.000000	101.676517
3984.000000	101.599887
3983.000000	101.526533
3982.000000	101.457382
3981.000000	101.387625
3980.000000	101.315424
3979.000000	101.251534
3978.000000	101.213972
3977.000000	101.211411
3976.000000	101.236844
3975.000000	101.276051
3974.000000	101.318622
3973.000000	101.364444
3972.000000	101.423241
3971.000000	101.509028
3970.000000	101.624875
3969.000000	101.754501
3968.000000	101.870746
3967.000000	101.954291
3966.000000	102.007796
3965.000000	102.054053
3964.000000	102.118483
3963.000000	102.202571
3962.000000	102.277405
3961.000000	102.311198
3960.000000	102.306972
3959.000000	102.304897
3958.000000	102.333647
3957.000000	102.380093
3956.000000	102.411140
3955.000000	102.409034
3954.000000	102.379701
3953.000000	102.338646
3952.000000	102.311388
3951.000000	102.329844
3950.000000	102.410179
3949.000000	102.520575
3948.000000	102.583618
3947.000000	102.551697
3946.000000	102.488032
3945.000000	102.535238
3944.000000	102.764289
3943.000000	103.065207
3942.000000	103.243082
3941.000000	103.239338
3940.000000	103.196697
3939.000000	103.267498
3938.000000	103.411172
3937.000000	103.464868
3936.000000	103.371146
3935.000000	103.251369
3934.000000	103.257574
3933.000000	103.394596
3932.000000	103.534291
3931.000000	103.558675
3930.000000	103.455955
3929.000000	103.305851
3928.000000	103.211437
3927.000000	103.260823
3926.000000	103.458357
3925.000000	103.656784
3924.000000	103.656187
3923.000000	103.433522
3922.000000	103.186754
3921.000000	103.098871
3920.000000	103.170471
3919.000000	103.326624
3918.000000	103.532104
3917.000000	103.740555
3916.000000	103.858901
3915.000000	103.865636
3914.000000	103.889509
3913.000000	104.061943
3912.000000	104.327403
3911.000000	104.502657
3910.000000	104.435918
3909.000000	104.112121
3908.000000	103.639703
3907.000000	103.176657
3906.000000	102.855594
3905.000000	102.672765
3904.000000	102.477740
3903.000000	102.159404
3902.000000	101.883611
3901.000000	101.979328
3900.000000	102.505233
3899.000000	103.108201
3898.000000	103.422664
3897.000000	103.446405
3896.000000	103.403388
3895.000000	103.439932
3894.000000	103.593584
3893.000000	103.918482
3892.000000	104.316284
3891.000000	104.373258
3890.000000	103.752205
3889.000000	102.820939
3888.000000	102.424060
3887.000000	102.923856
3886.000000	103.758485
3885.000000	103.966241
3884.000000	103.272004
3883.000000	102.519060
3882.000000	102.632417
3881.000000	103.532986
3880.000000	104.330954
3879.000000	104.319840
3878.000000	103.725193
3877.000000	103.353998
3876.000000	103.577580
3875.000000	103.972684
3874.000000	103.861790
3873.000000	103.124252
3872.000000	102.454526
3871.000000	102.533132
3870.000000	103.043348
3869.000000	103.004366
3868.000000	102.201562
3867.000000	101.613786
3866.000000	102.005926
